REPORTER_DEA_NO	REPORTER_BUS_ACT	REPORTER_NAME	REPORTER_ADDL_CO_INFO	REPORTER_ADDRESS1	REPORTER_ADDRESS2	REPORTER_CITY	REPORTER_STATE	REPORTER_ZIP	REPORTER_COUNTY	BUYER_DEA_NO	BUYER_BUS_ACT	BUYER_NAME	BUYER_ADDL_CO_INFO	BUYER_ADDRESS1	BUYER_ADDRESS2	BUYER_CITY	BUYER_STATE	BUYER_ZIP	BUYER_COUNTY	TRANSACTION_CODE	DRUG_CODE	NDC_NO	DRUG_NAME	QUANTITY	UNIT	ACTION_INDICATOR	ORDER_FORM_NO	CORRECTION_NO	STRENGTH	TRANSACTION_DATE	CALC_BASE_WT_IN_GM	DOSAGE_UNIT	TRANSACTION_ID	Product_Name	Ingredient_Name	Measure	MME_Conversion_Factor	Combined_Labeler_Name	Revised_Company_Name	Reporter_family	dos_str
PA0021179	DISTRIBUTOR	APOTHECA INC	null	1622 N 16TH ST	null	PHOENIX	AZ	85006	MARICOPA	FC1491923	PRACTITIONER	CIFUENTES, ENRIQUE A. MD	GILA IM & GERIATRICS P.C.	2727 W. BASELINE RD. SUITE # 8	null	TEMPE	AZ	85283	MARICOPA	S	9193	53746011105	HYDROCODONE	1.0	null	null	null	null	null	10192009	1.5135	500.0	79	HYDROCODONE/ACETAMINOPHEN 5MG/500MG	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Amneal Pharmaceuticals LLC	Amneal Pharmaceuticals, Inc.	Apotheca Inc	5.0
PA0021179	DISTRIBUTOR	APOTHECA INC	null	1622 N 16TH ST	null	PHOENIX	AZ	85006	MARICOPA	FH2969509	PRACTITIONER	HOBBS, DOUGLAS DON MD	URGENT CARE EXTRA AZ	6501 E. GREENWAY PARKWAY	SUITE 3-104	SCOTTSDALE	AZ	85254	MARICOPA	S	9193	12634078371	HYDROCODONE	20.0	null	null	null	null	null	05292012	2.7243	600.0	45	HYDROCODONEBITARTRATE & ACETA  7.5MG	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Apotheca Inc.	Apotheca Inc.	Apotheca Inc	7.5
PA0021179	DISTRIBUTOR	APOTHECA INC	null	1622 N 16TH ST	null	PHOENIX	AZ	85006	MARICOPA	FH3007413	PRACTITIONER	HOBBS, DOUGLAS D MD	null	1641 E GUADALUPE RD	null	GILBERT	AZ	85233	MARICOPA	S	9193	12634051471	HYDROCODONE	20.0	null	null	null	null	null	11012012	1.8162	600.0	11	HYDROCODONE BITARTRATE & ACETA  5MG/	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Apotheca Inc.	Apotheca Inc.	Apotheca Inc	5.0
PA0021179	DISTRIBUTOR	APOTHECA INC	null	1622 N 16TH ST	null	PHOENIX	AZ	85006	MARICOPA	FS0458744	PRACTITIONER	SAWYER, JEFFRY S	null	3200 S. GILBERT RD	null	CHANDLER	AZ	85286	MARICOPA	S	9193	12634051471	HYDROCODONE	20.0	null	null	null	null	null	04182008	1.8162	600.0	66	HYDROCODONE BITARTRATE & ACETA  5MG/	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Apotheca Inc.	Apotheca Inc.	Apotheca Inc	5.0
PA0021179	DISTRIBUTOR	APOTHECA INC	null	1622 N 16TH ST	null	PHOENIX	AZ	85006	MARICOPA	FS0458744	PRACTITIONER	SAWYER, JEFFRY S	null	3200 S. GILBERT RD	null	CHANDLER	AZ	85286	MARICOPA	S	9193	12634051471	HYDROCODONE	20.0	null	null	null	null	null	01222009	1.8162	600.0	65	HYDROCODONE BITARTRATE & ACETA  5MG/	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Apotheca Inc.	Apotheca Inc.	Apotheca Inc	5.0
PA0021179	DISTRIBUTOR	APOTHECA INC	null	1622 N 16TH ST	null	PHOENIX	AZ	85006	MARICOPA	FS0458744	PRACTITIONER	SAWYER, JEFFRY S	null	3200 S. GILBERT RD	null	CHANDLER	AZ	85286	MARICOPA	S	9193	12634051471	HYDROCODONE	20.0	null	null	null	null	null	05262012	1.8162	600.0	38	HYDROCODONE BITARTRATE & ACETA  5MG/	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Apotheca Inc.	Apotheca Inc.	Apotheca Inc	5.0
PA0021179	DISTRIBUTOR	APOTHECA INC	null	1622 N 16TH ST	null	PHOENIX	AZ	85006	MARICOPA	FS0458744	PRACTITIONER	SAWYER, JEFFRY S	null	3200 S. GILBERT RD	null	CHANDLER	AZ	85286	MARICOPA	S	9193	12634078371	HYDROCODONE	20.0	null	null	null	null	null	08012012	2.7243	600.0	3	HYDROCODONEBITARTRATE & ACETA  7.5MG	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Apotheca Inc.	Apotheca Inc.	Apotheca Inc	7.5
PA0021179	DISTRIBUTOR	APOTHECA INC	null	1622 N 16TH ST	null	PHOENIX	AZ	85006	MARICOPA	FS1390424	PRACTITIONER	SAWYER, JEFFRY S MD	null	6323 S. RURAL RD	SUITE 105-107	TEMPE	AZ	85283	MARICOPA	S	9193	12634078371	HYDROCODONE	40.0	null	null	null	null	null	02172012	5.4486	1200.0	48	HYDROCODONEBITARTRATE & ACETA  7.5MG	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Apotheca Inc.	Apotheca Inc.	Apotheca Inc	7.5
PA0021179	DISTRIBUTOR	APOTHECA INC	null	1622 N 16TH ST	null	PHOENIX	AZ	85006	MARICOPA	FS2023911	PRACTITIONER	SAWYER, JEFFRY MD	EAST VALLEY URGENT CARE, LLC	1120 S. GILBERT RD	null	MESA	AZ	85204	MARICOPA	S	9193	12634078371	HYDROCODONE	20.0	null	null	null	null	null	12162011	2.7243	600.0	47	HYDROCODONEBITARTRATE & ACETA  7.5MG	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Apotheca Inc.	Apotheca Inc.	Apotheca Inc	7.5
PA0021179	DISTRIBUTOR	APOTHECA INC	null	1622 N 16TH ST	null	PHOENIX	AZ	85006	MARICOPA	FS2023911	PRACTITIONER	SAWYER, JEFFRY MD	EAST VALLEY URGENT CARE, LLC	1120 S. GILBERT RD	null	MESA	AZ	85204	MARICOPA	S	9193	12634051471	HYDROCODONE	40.0	null	null	null	null	null	07262012	3.6324	1200.0	80	HYDROCODONE BITARTRATE & ACETA  5MG/	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Apotheca Inc.	Apotheca Inc.	Apotheca Inc	5.0
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AB0563709	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #24	3873 ROME ROAD	null	PULASKI	NY	13142	OSWEGO	S	9193	00591054001	HYDROCODONE	4.0	null	null	null	null	0000	10232006	2.4216	400.0	1079	HYDROCODONE BIT. 10MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	10.0
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AB0563709	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #24	3873 ROME ROAD	null	PULASKI	NY	13142	OSWEGO	S	9193	00591038505	HYDROCODONE	2.0	null	null	null	null	0000	10062006	4.5405	1000.0	252	HYDROCODONE BIT.7.5MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	7.5
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AB0563709	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #24	3873 ROME ROAD	null	PULASKI	NY	13142	OSWEGO	S	9193	53746014501	HYDROCODONE	2.0	null	null	null	null	0000	03162007	0.9081	200.0	705	HYDROCODONE/IBUPROFEN 7.5MG/200MG TA	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Amneal Pharmaceuticals LLC	Amneal Pharmaceuticals, Inc.	KPH Healthcare Services, Inc.	7.5
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AB0563709	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #24	3873 ROME ROAD	null	PULASKI	NY	13142	OSWEGO	S	9193	00591038701	HYDROCODONE	2.0	null	null	null	null	0000	05182007	0.9081	200.0	821	HYDROCODONE BIT. 7.5MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	7.5
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AB0563709	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #24	3873 ROME ROAD	null	PULASKI	NY	13142	OSWEGO	S	9193	00591054001	HYDROCODONE	5.0	null	null	null	null	0000	08242007	3.0269999999999997	500.0	1148	HYDROCODONE BIT. 10MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	10.0
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AB0563709	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #24	3873 ROME ROAD	null	PULASKI	NY	13142	OSWEGO	S	9193	00591034905	HYDROCODONE	2.0	null	null	null	null	0000	08172007	3.0269999999999997	1000.0	801	HYDROCODONE BIT 5MG/ACETAMINOPHEN 50	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	5.0
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AB0563709	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #24	3873 ROME ROAD	null	PULASKI	NY	13142	OSWEGO	S	9193	00591034905	HYDROCODONE	2.0	null	null	null	null	0000	12072007	3.0269999999999997	1000.0	340	HYDROCODONE BIT 5MG/ACETAMINOPHEN 50	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	5.0
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AB0563709	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #24	3873 ROME ROAD	null	PULASKI	NY	13142	OSWEGO	S	9193	00591038505	HYDROCODONE	2.0	null	null	null	null	0000	07252008	4.5405	1000.0	1226	HYDROCODONE BIT.7.5MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	7.5
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AB0563709	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #24	3873 ROME ROAD	null	PULASKI	NY	13142	OSWEGO	S	9193	00591034905	HYDROCODONE	2.0	null	null	null	null	0000	01232009	3.0269999999999997	1000.0	1108	HYDROCODONE BIT 5MG/ACETAMINOPHEN 50	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	5.0
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AB0563709	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #24	3873 ROME ROAD	null	PULASKI	NY	13142	OSWEGO	S	9193	00591034905	HYDROCODONE	3.0	null	null	null	null	0000	07242009	4.5405	1500.0	1226	HYDROCODONE BIT 5MG/ACETAMINOPHEN 50	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	5.0
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AB0563709	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #24	3873 ROME ROAD	null	PULASKI	NY	13142	OSWEGO	S	9193	00591085301	HYDROCODONE	2.0	null	null	null	null	0000	07312009	1.2108	200.0	1584	HYDROCODONE BIT. 10MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	10.0
